Chr1	2863128	2878319	Chr3	19253648	19258135
Chr1	3914356	3914748	Chr3	19905365	19905757
Chr1	3976084	3982656	Chr3	21062605	21067133
Chr1	4195281	4197605	Chr3	20801493	20805443
Chr1	18438142	18441313	Chr4	16479655	16482389
Chr1	18468975	18471782	Chr4	16541031	16543697
Chr1	18592509	18594764	Chr4	16798546	16801471
Chr1	18698813	18700973	Chr4	16966325	16969332
Chr1	20931571	20934406	Chr4	20425383	20428158
Chr1	20939247	20941656	Chr4	20430419	20434386
Chr1	21052864	21055897	Chr4	20546189	20548715
Chr1	21104435	21107619	Chr4	20566654	20569365
Chr1	21140194	21143461	Chr4	20702840	20705930
Chr1	8520779	8527799	Chr5	7412183	7415095
Chr1	8730916	8732380	Chr5	6965166	6966946
Chr1	8736484	8737461	Chr5	6992719	6993789
Chr1	8900972	8904024	Chr5	7277503	7279796
Chr1	9073767	9076877	Chr5	7145118	7149121
Chr1	14285767	14289533	Chr6	20540697	20544592
Chr1	14340971	14351768	Chr6	20652523	20655051
Chr1	14363609	14366800	Chr6	20682525	20686779
Chr1	14500033	14503289	Chr6	20872876	20876627
Chr1	11186859	11190465	Chr7	18611566	18616746
Chr1	11373423	11390908	Chr7	18553903	18558147
Chr1	11425361	11431325	Chr7	18595308	18597852
Chr1	11439300	11440244	Chr7	18599625	18599873
Chr1	11534350	11541386	Chr7	18620684	18626441
Chr1	11541790	11548087	Chr7	18634700	18636979
Chr1	11563578	11566729	Chr7	18681126	18683363
Chr1	11567312	11571085	Chr7	18683835	18685420
Chr1	11620120	11620656	Chr7	18702044	18702583
Chr1	11623944	11628020	Chr7	18810488	18814322
Chr1	11635280	11639598	Chr7	18833771	18838455
Chr1	11662921	11669577	Chr7	18905283	18912392
Chr1	11691190	11695536	Chr7	18935229	18947701
Chr1	11715487	11720259	Chr7	18977542	18982006
Chr1	11727831	11732655	Chr7	18989654	18995247
Chr1	11803511	11807753	Chr7	19017941	19022375
Chr1	11822047	11824769	Chr7	19040971	19043532
Chr1	11843453	11847964	Chr7	19101744	19106196
Chr1	11868038	11870488	Chr7	19154938	19158075
Chr1	12106521	12109547	Chr7	19197865	19201707
Chr1	12116113	12128456	Chr7	19241700	19247818
Chr1	12242054	12271591	Chr7	19303536	19305640
Chr1	12220462	12223255	Chr7	21591044	21594634
Chr1	12242054	12271591	Chr7	21605475	21608136
Chr1	12294479	12298024	Chr7	21575495	21580694
Chr1	12298928	12307568	Chr7	21561529	21571627
Chr1	12356707	12362189	Chr7	21471712	21473672
Chr1	12362683	12365091	Chr7	21468616	21470926
Chr1	12409700	12412651	Chr7	21428086	21431089
Chr1	12413082	12415428	Chr7	21418875	21421277
Chr1	12419059	12422367	Chr7	21402828	21405754
Chr1	12463585	12468413	Chr7	21382104	21387146
Chr1	12559235	12565914	Chr7	21367762	21369642
Chr1	12577122	12581664	Chr7	21346990	21351240
Chr1	12591619	12592497	Chr7	21334250	21337179
Chr1	12692555	12693211	Chr7	21292924	21294955
Chr1	12694736	12697631	Chr7	21289740	21292540
Chr1	12698210	12701507	Chr7	21285567	21289657
Chr1	12702663	12704541	Chr7	21278988	21281987
Chr1	12746682	12751169	Chr7	21270787	21276377
Chr1	12772340	12787113	Chr7	21258383	21264239
Chr1	12853799	12857853	Chr7	21200046	21203927
Chr1	12858525	12860036	Chr7	21197965	21199494
Chr1	12865050	12866498	Chr7	21171867	21185378
Chr1	12883999	12887019	Chr7	21162656	21166347
Chr1	12888261	12901439	Chr7	21148556	21161573
Chr1	12927847	12929925	Chr7	21080368	21082089
Chr1	12930400	12935988	Chr7	21073803	21079495
Chr1	12944148	12948409	Chr7	21051949	21055930
Chr1	12979621	12985995	Chr7	21001422	21008585
Chr1	12993935	13000742	Chr7	20989842	20996373
Chr1	13071052	13072721	Chr7	20909217	20911704
Chr1	13098333	13100870	Chr7	20956280	20959464
Chr1	13109722	13112779	Chr7	20952488	20954884
Chr1	13123350	13139186	Chr7	20941045	20944021
Chr1	13229797	13235789	Chr7	20773540	20778721
Chr1	13236665	13238332	Chr7	20770592	20772202
Chr1	13247246	13260530	Chr7	20747649	20761880
Chr1	13262936	13264753	Chr7	20737054	20746750
Chr1	13265016	13266743	Chr7	20735060	20736730
Chr1	13276865	13283185	Chr7	20708713	20712652
Chr1	13288249	13299620	Chr7	20677996	20689202
Chr1	13305477	13309553	Chr7	20668203	20672345
Chr1	13326737	13330238	Chr7	20658243	20661418
Chr1	13346184	13349397	Chr7	20618543	20621623
Chr1	13359297	13361597	Chr7	20597981	20600930
Chr1	13362243	13368510	Chr7	20591317	20597790
Chr1	13396459	13398432	Chr7	20547976	20549987
Chr1	13405033	13421641	Chr7	20438183	20440510
Chr1	13423851	13426494	Chr7	20411000	20411494
Chr1	13481275	13483461	Chr7	20350510	20354482
Chr1	13490957	13497476	Chr7	20289322	20290731
Chr1	13601348	13609252	Chr7	20274751	20280116
Chr1	13613392	13616422	Chr7	20264337	20268472
Chr1	13621714	13625007	Chr7	20256545	20260228
Chr1	13637785	13641697	Chr7	20161611	20165354
Chr1	13643815	13646405	Chr7	20158505	20161206
Chr1	13651061	13669500	Chr7	20145137	20151167
Chr1	13670498	13674698	Chr7	20138660	20144577
Chr1	13678508	13685977	Chr7	20115554	20120876
Chr1	13706560	13709314	Chr7	20021893	20024458
Chr1	13724111	13727316	Chr7	20008207	20012253
Chr1	13838558	13848011	Chr7	19887433	19896537
Chr1	13854410	13856154	Chr7	19863720	19865444
Chr1	13860720	13863038	Chr7	19854242	19856569
Chr1	13923911	13926849	Chr7	19843610	19846025
Chr1	13935907	13940252	Chr7	19820016	19822041
Chr1	13962866	13964448	Chr7	19809331	19810805
Chr1	13967300	13968709	Chr7	19772241	19775107
Chr1	13990617	13991279	Chr7	19761027	19761470
Chr1	14001343	14001945	Chr7	19719233	19719808
Chr1	14013555	14014982	Chr7	19715588	19717027
Chr1	14026490	14028587	Chr7	19702557	19710379
Chr1	14029238	14036905	Chr7	19692430	19700861
Chr1	14040286	14043839	Chr7	19652692	19655478
Chr1	14044741	14047302	Chr7	19648838	19651726
Chr1	14071985	14074218	Chr7	19547439	19550668
Chr1	14075287	14077539	Chr7	19543626	19546865
Chr1	14081197	14089407	Chr7	19376834	19385615
Chr1	14181526	14182338	Chr7	21641038	21643426
Chr1	14192575	14195673	Chr7	21732219	21735293
Chr1	14199749	14203457	Chr7	21743195	21748320
Chr1	14207519	14210828	Chr7	21774495	21778895
Chr1	14289818	14292556	Chr7	21889565	21892328
Chr1	14320315	14321220	Chr7	21896111	21897013
Chr1	14333269	14338696	Chr7	21953958	21958621
Chr1	14340971	14351768	Chr7	21971454	21975281
Chr1	14354967	14357491	Chr7	21977078	21979794
Chr1	14363609	14366800	Chr7	21980915	21984243
Chr1	14370795	14371643	Chr7	21998927	21999784
Chr1	14423910	14427579	Chr7	22045166	22050203
Chr1	14435533	14436649	Chr7	22068809	22069923
Chr1	14460107	14460748	Chr7	22131739	22137374
Chr1	14482242	14484496	Chr7	22147086	22150515
Chr1	14485111	14490534	Chr7	22150812	22156108
Chr1	14499137	14499475	Chr7	22168437	22169597
Chr1	14500033	14503289	Chr7	22169665	22176152
Chr1	14548530	14553179	Chr7	22220137	22223102
Chr1	14588174	14593114	Chr7	22260090	22265068
Chr1	14595832	14598797	Chr7	22281686	22285427
Chr1	14618930	14620351	Chr7	22309615	22311036
Chr1	14679161	14681185	Chr7	22328534	22330536
Chr1	14711092	14714824	Chr7	22368524	22371548
Chr1	14729130	14737571	Chr7	22415394	22419216
Chr1	14767145	14770447	Chr7	22436143	22439662
Chr1	14797294	14799915	Chr7	22505956	22510682
Chr1	14803871	14811411	Chr7	22549437	22556943
Chr1	14812119	14816580	Chr7	22558911	22563255
Chr1	14872446	14873484	Chr7	22588927	22589698
Chr1	14873797	14878247	Chr7	22590663	22595610
Chr1	14880176	14882936	Chr7	22613728	22616148
Chr1	14884216	14887236	Chr7	22618843	22621705
Chr1	14932498	14943669	Chr7	22648199	22659923
Chr1	14945793	14947885	Chr7	22668322	22670708
Chr1	14949413	14950681	Chr7	22680922	22682437
Chr1	14954922	14960010	Chr7	22685110	22690151
Chr1	14970268	14972243	Chr7	22695350	22698417
Chr1	14972880	14978291	Chr7	22699269	22703897
Chr1	14993122	14997518	Chr7	22705986	22709953
Chr1	14999345	15002001	Chr7	22712073	22714764
Chr1	15005448	15006911	Chr7	22734040	22735503
Chr1	15011133	15012127	Chr7	22752888	22754753
Chr1	15031276	15035020	Chr7	22759046	22762288
Chr1	15046948	15049767	Chr7	22787447	22791348
Chr1	15077563	15078123	Chr7	23002356	23002931
Chr1	15095480	15100408	Chr7	23018064	23023546
Chr1	15117045	15122060	Chr7	23060031	23064592
Chr1	15127811	15129757	Chr7	23076912	23078975
Chr1	15129904	15151647	Chr7	23082291	23085550
Chr1	15152450	15156195	Chr7	23177398	23181125
Chr1	15165644	15165928	Chr7	23196579	23199327
Chr1	15191901	15193397	Chr7	23234645	23236190
Chr1	15258589	15260635	Chr7	23296216	23298178
Chr1	15275018	15278531	Chr7	23318274	23321685
Chr1	15285708	15287867	Chr7	23328614	23331336
Chr1	15290102	15306550	Chr7	23331955	23337229
Chr1	15306766	15309681	Chr7	23339218	23342804
Chr1	15314681	15316419	Chr7	23348524	23349595
