Chr1	0	200000	0.1200050
Chr1	200000	400000	0.0466600
Chr1	400000	600000	0.1447750
Chr1	600000	800000	0.2624000
Chr1	800000	1000000	0.1427100
Chr1	1000000	1200000	0.0852550
Chr1	1200000	1400000	0.1136400
Chr1	1400000	1600000	0.1600950
Chr1	1600000	1800000	0.0715650
Chr1	1800000	2000000	0.1344850
Chr1	2000000	2200000	0.0207700
Chr1	2200000	2400000	0.0264900
Chr1	2400000	2600000	0.1670200
Chr1	2600000	2800000	0.0546550
Chr1	2800000	3000000	0.1326700
Chr1	3000000	3200000	0.0683850
Chr1	3200000	3400000	0.0093900
Chr1	3400000	3600000	0.0000000
Chr1	3600000	3800000	0.0000000
Chr1	3800000	4000000	0.0372300
Chr1	4000000	4200000	0.0116200
Chr1	4200000	4400000	0.0010750
Chr1	4400000	4600000	0.2151400
Chr1	4600000	4800000	0.1830400
Chr1	4800000	5000000	0.1744850
Chr1	5000000	5200000	0.2456450
Chr1	5200000	5400000	0.0384500
Chr1	5400000	5600000	0.1028750
Chr1	5600000	5800000	0.0760950
Chr1	5800000	6000000	0.3186900
Chr1	6000000	6200000	0.0793950
Chr1	6200000	6400000	0.2106550
Chr1	6400000	6600000	0.1282050
Chr1	6600000	6800000	0.1960550
Chr1	6800000	7000000	0.3604200
Chr1	7000000	7200000	0.1321550
Chr1	7200000	7400000	0.2434000
Chr1	7400000	7600000	0.2495250
Chr1	7600000	7800000	0.1967100
Chr1	7800000	8000000	0.2743100
Chr1	8000000	8200000	0.1149800
Chr1	8200000	8400000	0.1155750
Chr1	8400000	8600000	0.2000800
Chr1	8600000	8800000	0.1954500
Chr1	8800000	9000000	0.0944500
Chr1	9000000	9200000	0.3016500
Chr1	9200000	9400000	0.1736200
Chr1	9400000	9600000	0.1312050
Chr1	9600000	9800000	0.1506800
Chr1	9800000	10000000	0.1803700
Chr1	10000000	10200000	0.2652050
Chr1	10200000	10400000	0.1500550
Chr1	10400000	10600000	0.1882650
Chr1	10600000	10800000	0.3556950
Chr1	10800000	11000000	0.2852700
Chr1	11000000	11200000	0.2672550
Chr1	11200000	11400000	0.3528550
Chr1	11400000	11600000	0.1880550
Chr1	11600000	11800000	0.1938250
Chr1	11800000	12000000	0.2144200
Chr1	12000000	12200000	0.1560900
Chr1	12200000	12400000	0.4221550
Chr1	12400000	12600000	0.2427200
Chr1	12600000	12800000	0.4696500
Chr1	12800000	13000000	0.3693850
Chr1	13000000	13200000	0.1803450
Chr1	13200000	13400000	0.3996450
Chr1	13400000	13600000	0.3393750
Chr1	13600000	13800000	0.4254300
Chr1	13800000	14000000	0.2033700
Chr1	14000000	14200000	0.2527150
Chr1	14200000	14400000	0.2127400
Chr1	14400000	14600000	0.2296000
Chr1	14600000	14800000	0.2168000
Chr1	14800000	15000000	0.4983600
Chr1	15000000	15200000	0.3662900
Chr1	15200000	15400000	0.2625200
Chr1	15400000	15600000	0.2017700
Chr1	15600000	15800000	0.1862800
Chr1	15800000	16000000	0.1710700
Chr1	16000000	16200000	0.3699250
Chr1	16200000	16400000	0.1353750
Chr1	16400000	16600000	0.3426050
Chr1	16600000	16800000	0.3286950
Chr1	16800000	17000000	0.4039600
Chr1	17000000	17200000	0.5170550
Chr1	17200000	17400000	0.2315600
Chr1	17400000	17600000	0.3105850
Chr1	17600000	17800000	0.3362250
Chr1	17800000	18000000	0.4689950
Chr1	18000000	18200000	0.4427750
Chr1	18200000	18400000	0.3578050
Chr1	18400000	18600000	0.4616000
Chr1	18600000	18800000	0.3771350
Chr1	18800000	19000000	0.2299100
Chr1	19000000	19200000	0.4046800
Chr1	19200000	19400000	0.2870500
Chr1	19400000	19600000	0.2387600
Chr1	19600000	19800000	0.2626850
Chr1	19800000	20000000	0.2934450
Chr1	20000000	20200000	0.3929350
Chr1	20200000	20400000	0.3701300
Chr1	20400000	20600000	0.4088800
Chr1	20600000	20800000	0.5106500
Chr1	20800000	21000000	0.5127700
Chr1	21000000	21200000	0.3371550
Chr1	21200000	21400000	0.4155000
Chr1	21400000	21600000	0.5571600
Chr1	21600000	21800000	0.3194250
Chr1	21800000	22000000	0.2538200
Chr1	22000000	22200000	0.3861400
Chr1	22200000	22400000	0.5591200
Chr1	22400000	22600000	0.2938200
Chr1	22600000	22800000	0.4641550
Chr1	22800000	23000000	0.4658450
Chr1	23000000	23200000	0.4999600
Chr1	23200000	23400000	0.2569400
Chr1	23400000	23600000	0.4395700
Chr1	23600000	23800000	0.3839150
Chr1	23800000	24000000	0.3378250
Chr1	24000000	24200000	0.2961550
Chr1	24200000	24400000	0.2958300
Chr1	24400000	24600000	0.3187250
Chr1	24600000	24800000	0.3912250
Chr1	24800000	25000000	0.4903150
Chr1	25000000	25200000	0.5113250
Chr1	25200000	25400000	0.4221250
Chr1	25400000	25600000	0.4013450
Chr1	25600000	25800000	0.3104350
Chr1	25800000	26000000	0.2664650
Chr1	26000000	26200000	0.5079050
Chr1	26200000	26400000	0.4598500
Chr1	26400000	26600000	0.3460550
Chr1	26600000	26800000	0.3018350
Chr1	26800000	27000000	0.3460350
Chr1	27000000	27200000	0.6750550
Chr1	27200000	27400000	0.6401500
Chr1	27400000	27519054	0.5748148
Chr2	0	200000	0.4145500
Chr2	200000	400000	0.4245050
Chr2	400000	600000	0.4359600
Chr2	600000	800000	0.5972800
Chr2	800000	1000000	0.5437950
Chr2	1000000	1200000	0.3274750
Chr2	1200000	1400000	0.5984400
Chr2	1400000	1600000	0.4433200
Chr2	1600000	1800000	0.3591700
Chr2	1800000	2000000	0.4059200
Chr2	2000000	2200000	0.4720600
Chr2	2200000	2400000	0.3763800
Chr2	2400000	2600000	0.5220200
Chr2	2600000	2800000	0.3342300
Chr2	2800000	3000000	0.4264750
Chr2	3000000	3200000	0.4014800
Chr2	3200000	3400000	0.4042650
Chr2	3400000	3600000	0.5550250
Chr2	3600000	3800000	0.6267200
Chr2	3800000	4000000	0.5362900
Chr2	4000000	4200000	0.4012150
Chr2	4200000	4400000	0.4270950
Chr2	4400000	4600000	0.4419100
Chr2	4600000	4800000	0.4839700
Chr2	4800000	5000000	0.5073400
Chr2	5000000	5200000	0.3341200
Chr2	5200000	5400000	0.4295550
Chr2	5400000	5600000	0.4568550
Chr2	5600000	5800000	0.5255000
Chr2	5800000	6000000	0.4091000
Chr2	6000000	6200000	0.3644750
Chr2	6200000	6400000	0.3798600
Chr2	6400000	6600000	0.5226500
Chr2	6600000	6800000	0.3519300
Chr2	6800000	7000000	0.4534600
Chr2	7000000	7200000	0.3413100
Chr2	7200000	7400000	0.2922250
Chr2	7400000	7600000	0.3418150
Chr2	7600000	7800000	0.3917900
Chr2	7800000	8000000	0.4576900
Chr2	8000000	8200000	0.2108500
Chr2	8200000	8400000	0.2063650
Chr2	8400000	8600000	0.4760350
Chr2	8600000	8800000	0.2703800
Chr2	8800000	9000000	0.4764850
Chr2	9000000	9200000	0.3505350
Chr2	9200000	9400000	0.5035150
Chr2	9400000	9600000	0.1475950
Chr2	9600000	9800000	0.3395150
Chr2	9800000	10000000	0.2911450
Chr2	10000000	10200000	0.4128650
Chr2	10200000	10400000	0.3060400
Chr2	10400000	10600000	0.3300200
Chr2	10600000	10800000	0.3510100
Chr2	10800000	11000000	0.3176200
Chr2	11000000	11200000	0.1539450
Chr2	11200000	11400000	0.1694100
Chr2	11400000	11600000	0.5103000
Chr2	11600000	11800000	0.2115300
Chr2	11800000	12000000	0.2471350
Chr2	12000000	12200000	0.1866900
Chr2	12200000	12400000	0.1675750
Chr2	12400000	12600000	0.1961800
Chr2	12600000	12800000	0.2555500
Chr2	12800000	13000000	0.2763750
Chr2	13000000	13200000	0.3173050
Chr2	13200000	13400000	0.3307650
Chr2	13400000	13600000	0.2386550
Chr2	13600000	13800000	0.1766250
Chr2	13800000	14000000	0.2485500
Chr2	14000000	14200000	0.1988700
Chr2	14200000	14400000	0.3254350
Chr2	14400000	14600000	0.1911950
Chr2	14600000	14800000	0.3088150
Chr2	14800000	15000000	0.1820250
